name,poi_class,display_category,lon,lat,ring_mi
,,Tutoring Service,-81.62976,30.24225,3
,,Park,-81.63061340001981,30.244206900106324,3
,,Real Estate Service,-81.631228,30.248885,3
,,Uncategorized,-81.6300478,30.2467196,3
,,Behavioral Or Mental Health Clinic,-81.63006213,30.246092190000006,3
,,Historic Site,-81.6289972222,30.245813888899995,3
,,Home Service,-81.62791518711282,30.24692006486122,3
,,Event Or Party Service,-81.62829,30.245449999999995,3
,,Sport Field,-81.62785917,30.24299336,3
,,Sport Field,-81.628283149232,30.242944858062994,3
,,Place Of Learning,-81.62853318,30.241824930000003,3
,,Place Of Learning,-81.62843,30.242210000000007,3
,,Corporate Or Business Office,-81.628411575199,30.242725096108813,3
,,Swimming Pool,-81.62777447168457,30.241273583374984,3
,,Social Or Community Service,-81.63701224,30.2027903,3
,,B2B Transportation And Storage Service,-81.63754586420932,30.204075437060233,3
,,Travel Service,-81.638352,30.204463,3
,,Real Estate Service,-81.6320841,30.20463708,3
,,Specialty Store,-81.63217568,30.204606890000004,3
,,Theatre Venue,-81.63427,30.2057,3
,,Fashion And Apparel Store,-81.63218688964844,30.207609176635746,3
,,Uncategorized,-81.6276655,30.207464800000004,1
,,Professional Service,-81.63019002769586,30.205429799769096,3
,,Personal Or Beauty Service,-81.63011571,30.20258916,3
,,Park,-81.62863533156667,30.200395320123,3
,,Real Estate Service,-81.62541389465301,30.204561579039005,3
,,Park,-81.62525572,30.20238186999999,3
,,Electronics Store,-81.624771,30.20065599999999,3
,,Financial Service,-81.6229784488678,30.199841319768144,3
,,Home Service,-81.6251720415617,30.20480968868857,3
,,Home Service,-81.625991,30.205367,3
,,Home Service,-81.626968,30.209137000000002,1
,,Uncategorized,-81.6265766,30.211518500000004,1
,,Real Estate Service,-81.62071,30.210130000000003,1
,,Shopping,-81.61994454790235,30.2181359940664,1
,,Supplier Or Distributor,-81.61882645,30.21836435,1
,,Vehicle Service,-81.61827015,30.217550160000002,1
,,Marina,-81.61814955,30.21746558000001,1
,,Professional Service,-81.61840338207654,30.21692838421652,1
,,Vehicle Dealer,-81.61829487,30.217040180000005,1
,,Vehicle Service,-81.61833461,30.2171657,1
,,Recreational Equipment Rental,-81.61835827,30.217309620000005,1
,,Corporate Or Business Office,-81.61806326,30.215187940000003,1
,,Automotive Service,-81.6179745240299,30.211806626539726,1
,,Restaurant,-81.61801518,30.211333639999985,1
,,Shipping Or Delivery Service,-81.618048,30.208752,1
,,Outpatient Care Facility,-81.61892581594334,30.20762848508352,1
,,Behavioral Or Mental Health Clinic,-81.61895,30.207639999999998,1
,,Diagnostics Imaging Or Lab Service,-81.6186416,30.207305799999997,1
,,Real Estate Service,-81.61839,30.20794,1
,,Surgery,-81.6184491,30.20711650000001,1
,,Specialty School,-81.61853,30.20681099999999,1
,,Theatre Venue,-81.618547,30.206810999999995,1
,,Medical Service,-81.6185141,30.2068114,1
,,Outpatient Care Facility,-81.61859152,30.20592997,1
,,Dental Clinic,-81.61891124,30.206481270000005,1
,,Dental Clinic,-81.6189185,30.20651268,1
,,Dental Clinic,-81.61872689,30.206669670000007,1
,,Family Service,-81.6186379,30.207014419999997,1
,,Uncategorized,-81.618851,30.206734000000004,1
,,Surgery,-81.61912612617016,30.206840783357617,1
,,Dental Clinic,-81.619049,30.206966999999995,1
,,Dental Clinic,-81.61968115,30.20668885,1
,,Dental Clinic,-81.61951004,30.20687780000001,1
,,Reproductive Perinatal And Womens Care,-81.61956926,30.206218390000007,1
,,Reproductive Perinatal And Womens Care,-81.61946065,30.206148979999984,1
,,Reproductive Perinatal And Womens Care,-81.6194573,30.2061094,1
,,Reproductive Perinatal And Womens Care,-81.61945765,30.20610756,1
,,Reproductive Perinatal And Womens Care,-81.6194553,30.206131799999994,1
,,Uncategorized,-81.6194553,30.206131799999994,1
,,Reproductive Perinatal And Womens Care,-81.6191865,30.2064021,1
,,Reproductive Perinatal And Womens Care,-81.6191865,30.2064021,1
,,Financial Service,-81.6192853,30.205925000000004,1
,,Dental Clinic,-81.61999155,30.205887619999995,1
,,Home Service,-81.62006025000001,30.205702580000004,1
,,Financial Service,-81.62027545,30.206527460000004,1
,,Attorney Or Law Firm,-81.62027107,30.20652228,1
,,Financial Service,-81.620242,30.206547999999998,1
,,Attorney Or Law Firm,-81.62025454,30.20651392999999,1
,,Home Service,-81.620155,30.205996,1
,,Uncategorized,-81.6199965,30.2066907,1
,,Professional Service,-81.6199965,30.2066907,1
,,Medical Service,-81.61978,30.20679,1
,,Dental Clinic,-81.619767,30.206950999999997,1
,,Historic Site,-81.61983954,30.20829091,1
,,Real Estate Service,-81.61924904,30.20739902,1
,,Real Estate Service,-81.61924223,30.20739564,1
,,Real Estate Service,-81.6192381,30.20738104,1
,,Real Estate Service,-81.61923177,30.207381540000004,1
,,Real Estate Service,-81.6191811,30.207298100000006,1
,,Uncategorized,-81.619186,30.207310000000003,1
,,Real Estate Service,-81.61918,30.207309999999996,1
,,Complementary And Alternative Medicine,-81.61917011,30.207397419999996,1
,,Real Estate Service,-81.61921526,30.20742813,1
,,Real Estate Service,-81.619252,30.207425000000008,1
,,Home Service,-81.62040169748514,30.208664777008988,1
,,Professional Service,-81.62102082319564,30.204792653365207,1
,,Attorney Or Law Firm,-81.62100414,30.205738779999997,1
,,Labor Union,-81.62094,30.2057,1
,,Wellness Service,-81.62094,30.2057,1
,,Wellness Service,-81.62094,30.2057,1
,,Elementary School,-81.62045,30.206359000000003,1
,,Behavioral Or Mental Health Clinic,-81.62040074,30.205927959999993,1
,,Complementary And Alternative Medicine,-81.62060800000002,30.20571,1
,,Civic Organization,-81.62064383569216,30.205682894304335,1
,,Professional Service,-81.62070927630418,30.205667788684984,1
,,Personal Or Beauty Service,-81.62071798,30.20576973,1
,,Wellness Service,-81.62071603,30.20576846999999,1
,,Wellness Service,-81.62075,30.205717000000003,1
,,Library,-81.62078856,30.205225469999995,1
,,Library,-81.62083232997463,30.205237774729344,1
,,Financial Service,-81.62053227,30.204703030000005,1
,,Financial Service,-81.6205999,30.204687200000002,1
,,Complementary And Alternative Medicine,-81.62082477,30.20396005,1
,,Food And Beverage Store,-81.62083445,30.203581259999993,1
,,Financial Service,-81.62078163,30.203571979999992,1
,,Health Care,-81.6205764,30.2040252,1
,,Uncategorized,-81.6205764,30.2040252,1
,,Uncategorized,-81.6205764,30.2040252,1
,,Casual Eatery,-81.620421,30.203838999999995,1
,,Skate Park,-81.62038578066807,30.203195382690748,3
,,Medical Service,-81.6205237,30.20272709999999,3
,,Travel Service,-81.62071939,30.202791959999985,3
,,Personal Or Beauty Service,-81.62083389,30.202736550000004,3
,,Personal Or Beauty Service,-81.62083069,30.20273449999999,3
,,Personal Or Beauty Service,-81.62087566,30.2027201,3
,,Medical Service,-81.62087851,30.202726789999996,3
,,Event Or Party Service,-81.6208425,30.202823729999984,3
,,Financial Service,-81.62084113,30.202859150000002,3
,,Wellness Service,-81.62083965,30.202854659999993,3
,,Legal Service,-81.6207187,30.20279686,3
,,Corporate Or Business Office,-81.62091624322147,30.20280873943032,3
,,Wellness Service,-81.62091444,30.20272021,3
,,Wellness Service,-81.6209514004332,30.20268587682934,3
,,Financial Service,-81.620937,30.202722999999995,3
,,Event Or Party Service,-81.620955,30.202763,3
,,Personal Or Beauty Service,-81.620962,30.202755999999997,3
,,Casual Eatery,-81.620959,30.202728000000008,3
,,B2B Transportation And Storage Service,-81.620959,30.202728000000008,3
,,Music Venue,-81.62098,30.20274,3
,,Professional Service,-81.62098,30.20274,3
,,Environmental Or Ecological Service,-81.62097852,30.203691489999994,1
,,Attorney Or Law Firm,-81.62097595,30.20361335999999,1
,,Uncategorized,-81.62102762068162,30.203700997018867,1
,,Corporate Or Business Office,-81.62099,30.203960000000002,1
,,Health Care,-81.62099,30.203960000000002,1
,,Financial Service,-81.62106277,30.20432858,1
,,Financial Service,-81.62092457,30.20431159,1
,,Casual Eatery,-81.62099541604843,30.204454280632415,1
,,Building Or Construction Service,-81.62162,30.201549999999994,3
,,Home Service,-81.622284,30.199617999999994,3
,,Legal Service,-81.621504,30.199684,3
,,Department Store,-81.6213721,30.199647300000002,3
,,Personal Or Beauty Service,-81.62115588,30.200375039999997,3
,,Home Service,-81.62112498,30.200436,3
,,Print Media Service,-81.62095681,30.200398650000004,3
,,Medical Service,-81.62093117,30.20026184,3
,,Financial Service,-81.620938,30.20038299999999,3
,,Department Store,-81.62094116,30.200412749999987,3
,,Home Service,-81.62101285590663,30.20054887716512,3
,,Specialty School,-81.62101285590663,30.20054887716512,3
,,Religious Organization,-81.62102,30.200570000000006,3
,,Shopping,-81.62102,30.200570000000006,3
,,Christian Place Of Worship,-81.62031102000002,30.20209109,3
,,Animal Or Pet Service,-81.62043215,30.20068324,3
,,Dental Clinic,-81.62053968,30.200580229999993,3
,,Christian Place Of Worship,-81.6204566,30.20065009,3
,,Dental Clinic,-81.6206824,30.200816309999993,3
,,Dental Clinic,-81.6207809,30.2008018,3
,,Complementary And Alternative Medicine,-81.62084341049194,30.200630073747245,3
,,Flowers And Gifts Store,-81.62082141825096,30.200363582693534,3
,,Uncategorized,-81.620849,30.200332999999997,3
,,Home Service,-81.62076442,30.200352989999992,3
,,Financial Service,-81.62076693,30.20035456,3
,,Financial Service,-81.62068147,30.200304069999998,3
,,Financial Service,-81.62068978,30.200304350000003,3
,,Event Or Party Service,-81.62080854,30.20017248,3
,,Restaurant,-81.62068939208986,30.199655532836914,3
,,Restaurant,-81.62014651861818,30.19994567130405,3
,,Medical Service,-81.61974287,30.20044569,3
,,Rental Service,-81.61987092,30.200321419999995,3
,,Restaurant,-81.6199925,30.19986104999999,3
,,Sport Or Fitness Facility,-81.6197487,30.199921599999996,3
,,Home Service,-81.61939745,30.20066891,3
,,Vision Or Eye Care Clinic,-81.619583,30.200420000000005,3
,,Uncategorized,-81.61965624992521,30.200804708825626,3
,,Automotive Service,-81.61947263980674,30.201019216184854,3
,,Automotive Service,-81.619391,30.201033,3
,,Automotive Service,-81.61930372,30.20096433000001,3
,,Building Or Construction Service,-81.61980184000001,30.201884040000003,3
,,Bar,-81.62010262597524,30.202021229846924,3
,,Telecommunications Service,-81.62010262597524,30.202021229846924,3
,,Sport Or Fitness Facility,-81.62028077,30.20312552,3
,,Home Service,-81.62028879,30.2039056,1
,,Department Store,-81.6195371,30.203584200000005,1
,,Fashion And Apparel Store,-81.61797736389802,30.20090543880792,3
,,Convenience Store,-81.61808,30.200909999999997,3
,,Personal Or Beauty Service,-81.61815262,30.201076710000002,3
,,Shopping,-81.6184819,30.200996200000002,3
,,Bank Or Credit Union,-81.61900500000002,30.201703999999985,3
,,Personal Or Beauty Service,-81.618561,30.200635600000002,3
,,Specialized Health Care,-81.6190296,30.200317099999996,3
,,Primary Care Or General Clinic,-81.6188027,30.200045370000005,3
,,Doctor,-81.61844037,30.199989059999993,3
,,Specialized Health Care,-81.618448,30.199972999999993,3
,,Doctor,-81.618449,30.2000283,3
,,Specialized Health Care,-81.61848521415226,30.19998498715214,3
,,Event Or Party Service,-81.618537000001,30.199942982353,3
,,Financial Service,-81.61843478679657,30.20048055290532,3
,,Real Estate Service,-81.61813217,30.20042709000001,3
,,Home Service,-81.61810000000001,30.20078395,3
,,Specialty Store,-81.617903,30.200079000000006,3
,,Restaurant,-81.61769,30.199958,3
,,Specialty School,-81.61772655,30.19983107,3
,,Real Estate Service,-81.61765701641642,30.199889329798207,3
,,Fashion And Apparel Store,-81.61763,30.199889999999996,3
,,Wellness Service,-81.61760671,30.19991892,3
,,Personal Or Beauty Service,-81.61760025,30.199915739999994,3
,,Specialty School,-81.61760413000002,30.19991478,3
,,Corporate Or Business Office,-81.61759158154605,30.199904436311584,3
,,Personal Or Beauty Service,-81.61752424925007,30.200045425356276,3
,,Personal Or Beauty Service,-81.61748037,30.200047909999988,3
,,Personal Or Beauty Service,-81.61748394,30.20004412000001,3
,,Home Service,-81.61749234,30.200045460000002,3
,,Fashion And Apparel Store,-81.61757400229858,30.199965866448334,3
,,Uncategorized,-81.61746364409514,30.200565060400496,3
,,Financial Service,-81.61776402,30.200819939999988,3
,,Personal Or Beauty Service,-81.6177785,30.20080911999999,3
,,Personal Or Beauty Service,-81.617773,30.200730099999994,3
,,Food And Drink,-81.61781785,30.200687410000004,3
,,Personal Or Beauty Service,-81.61784676,30.20072915,3
,,Personal Or Beauty Service,-81.61787491,30.200703879999995,3
,,Personal Or Beauty Service,-81.61787405,30.200703060000006,3
,,Ground Transport Facility Or Service,-81.6177253,30.201967000000003,3
,,Automotive Service,-81.6177253,30.201967000000003,3
,,Restaurant,-81.6175307,30.201980200000012,3
,,Farm,-81.61729571,30.201912419999996,3
,,Restaurant,-81.61713600254208,30.201540612984118,3
,,Automotive Service,-81.617,30.202000000000005,3
,,Automotive Service,-81.61692393,30.201773940000002,3
,,Restaurant,-81.61705385,30.201501890000003,3
,,Laundry Service,-81.61693324,30.20058895,3
,,Discount Store,-81.6173548,30.2007115,3
,,Home Service,-81.6173558,30.200156700000008,3
,,Technical Service,-81.6173558,30.200156700000008,3
,,B2B Service,-81.61725866,30.19995226,3
,,Hardware Home And Garden Store,-81.616811,30.199854999999996,3
,,Storage Facility,-81.61655506,30.19999058,3
,,Personal Or Beauty Service,-81.6166167,30.20009329,3
,,Home Service,-81.61666916,30.20010427,3
,,Home Service,-81.616694,30.200024999999997,3
,,Hardware Home And Garden Store,-81.61658249,30.20067865,3
,,Shopping,-81.616589,30.200672,3
,,Second Hand Store,-81.616496,30.20057,3
,,Second Hand Store,-81.61638641178384,30.200698998910013,3
,,Hardware Home And Garden Store,-81.6164158,30.2006286,3
,,Storage Facility,-81.6163356315324,30.200022268673155,3
,,Specialty School,-81.6164206,30.200105350000005,3
,,Auto Dealer,-81.616389,30.199789999999993,3
,,Home Service,-81.6164,30.19975,3
,,Automotive Service,-81.616402,30.199759000000007,3
,,Uncategorized,-81.616394,30.199753,3
,,Wellness Service,-81.61617832,30.19988527,3
,,Home Service,-81.61617118,30.199886690000003,3
,,Convenience Store,-81.615981746478,30.200134687263702,3
,,Restaurant,-81.61585000000001,30.19980000000001,3
,,Restaurant,-81.615828,30.199836000000012,3
,,Art Gallery,-81.61582193239934,30.199681890106437,3
,,Gym,-81.61582193239934,30.199681890106437,3
,,Food And Beverage Store,-81.6157984,30.19967636000001,3
,,Specialized Health Care,-81.61577122,30.199652419999996,3
,,Restaurant,-81.61577407881674,30.199635566413825,3
,,Atm,-81.61575800000001,30.199655,3
,,Personal Or Beauty Service,-81.61577383,30.19966434000001,3
,,Uncategorized,-81.615764,30.199700999999994,3
,,Food And Beverage Store,-81.61575600000002,30.199696999999997,3
,,Cafe,-81.61573,30.199649999999995,3
,,Restaurant,-81.615685,30.199636,3
,,Gas Station,-81.615822,30.200137999999995,3
,,Gas Station,-81.6158086971577,30.200084675743987,3
,,Convenience Store,-81.6156694,30.200310699999992,3
,,Uncategorized,-81.615777,30.20066700000001,3
,,Food And Beverage Store,-81.616066,30.2008464,3
,,Personal Or Beauty Service,-81.61571664,30.20122109,3
,,Personal Or Beauty Service,-81.61581380053738,30.201449530210127,3
,,Restaurant,-81.615809,30.201391999999995,3
,,Fashion And Apparel Store,-81.615809,30.201391999999995,3
,,Laundry Service,-81.6158555,30.20120444,3
,,Second Hand Store,-81.61591576,30.20155201000001,3
,,Personal Or Beauty Service,-81.61571915,30.201630809999997,3
,,Casual Eatery,-81.6157133,30.201521479999993,3
,,Restaurant,-81.61567034,30.201531149999997,3
,,Restaurant,-81.61569983133978,30.20160331078997,3
,,Restaurant,-81.61623600329533,30.201651654968373,3
,,Casual Eatery,-81.6163679,30.201285999999993,3
,,Food And Beverage Store,-81.6167195,30.2024025,3
,,Fashion And Apparel Store,-81.616587,30.202776,3
,,Event Or Party Service,-81.6166514,30.202772529999997,3
,,Wellness Service,-81.61665228,30.202773309999998,3
,,Technical Service,-81.6166587,30.20277897000001,3
,,Ground Transport Facility Or Service,-81.61669,30.203249999999986,1
,,Hardware Home And Garden Store,-81.61666,30.20326,1
,,Animal And Pet Store,-81.616622,30.202834000000003,3
,,Home Service,-81.61661,30.20286,3
,,Automotive Service,-81.616255,30.202378,3
,,Automotive Service,-81.61622446,30.202366220000002,3
,,Animal Or Pet Service,-81.6162,30.20297,3
,,Animal Or Pet Service,-81.61619474,30.20321475,1
,,Animal Or Pet Service,-81.61610609697156,30.20317328075015,1
,,Storage Facility,-81.61565,30.203659999999992,1
,,Atm,-81.61592864990234,30.204383850097656,1
,,Uncategorized,-81.61592864990234,30.20464134216309,1
,,Gym,-81.61601928,30.204664999999995,1
,,Gym,-81.61597214,30.204377519999994,1
,,Vehicle Parts Store,-81.616304,30.203722000000003,1
,,Automotive Service,-81.61645200000001,30.203702999999997,1
,,Complementary And Alternative Medicine,-81.616698,30.203668000000004,1
,,Convenience Store,-81.61684685,30.204384050000005,1
,,Wellness Service,-81.6172528267998,30.20395405292207,1
,,Coffee Shop,-81.61719664,30.202216739999997,3
,,Restaurant,-81.61721557894586,30.202286097694245,3
,,Coffee Shop,-81.6174716,30.202406400000005,3
,,Restaurant,-81.61789401,30.202778550000005,3
,,Restaurant,-81.61792073276168,30.202811778515564,3
,,Bank Or Credit Union,-81.61758561,30.20426259,1
,,Outpatient Care Facility,-81.61758183520044,30.20420954926273,1
,,Bank Or Credit Union,-81.6175871,30.204160399999996,1
,,Financial Service,-81.617753,30.204961000000008,1
,,Convenience Store,-81.61791737,30.205082480000005,1
,,Gas Station,-81.6176453238042,30.20505546335772,1
,,Gas Station,-81.61725983,30.204726849999997,1
,,Uncategorized,-81.6171023,30.205037700000002,1
,,Shipping Or Delivery Service,-81.6171023,30.205037700000002,1
,,Food And Beverage Store,-81.6173073,30.20605309999999,1
,,Restaurant,-81.617311,30.206459999999996,1
,,Automotive Service,-81.6172702,30.2071892,1
,,Flowers And Gifts Store,-81.61749999,30.20677437,1
,,Restaurant,-81.61774779,30.206533770000004,1
,,Food And Beverage Store,-81.61788016,30.20607233,1
,,Automotive Service,-81.617785,30.207171000000006,1
,,Financial Service,-81.617829,30.20779699999999,1
,,Bank Or Credit Union,-81.61772846,30.20786592,1
,,Dental Clinic,-81.617425,30.207401,1
,,Hardware Home And Garden Store,-81.61775642,30.20822048,1
,,Bank Or Credit Union,-81.617777,30.207911999999997,1
,,Vehicle Parts Store,-81.6176571,30.208631160000003,1
,,Animal Or Pet Service,-81.6173341,30.2086227,1
,,Animal Or Pet Service,-81.6171662,30.208586499999992,1
,,Financial Service,-81.61720217,30.209626010000008,1
,,Complementary And Alternative Medicine,-81.61721206,30.209641829999995,1
,,Personal Or Beauty Service,-81.61721621,30.209660270000004,1
,,Dental Clinic,-81.6171985,30.209251279999997,1
,,Dental Clinic,-81.61707690000001,30.209256099999998,1
,,Dental Clinic,-81.61699516,30.209288850000007,1
,,Personal Or Beauty Service,-81.61703133,30.209563819999996,1
,,Behavioral Or Mental Health Clinic,-81.61703476,30.209673780000003,1
,,Wellness Service,-81.61706918956452,30.208845612185748,1
,,Professional Service,-81.61685948,30.208800169999996,1
,,Shipping Or Delivery Service,-81.617334,30.208259,1
,,Hardware Home And Garden Store,-81.6173182,30.208265299999994,1
,,Financial Service,-81.6173006,30.207861800000003,1
,,Automotive Service,-81.61728,30.207500000000003,1
,,Doctor,-81.61683082580566,30.207621368355273,1
,,Specialized Health Care,-81.6168231,30.207527600000002,1
,,Vision Or Eye Care Clinic,-81.61689399,30.207468979999994,1
,,Dental Clinic,-81.61629260685838,30.207433016405226,1
,,Uncategorized,-81.61629260685838,30.207433016405226,1
,,Behavioral Or Mental Health Clinic,-81.61633828,30.207557629999997,1
,,Playground,-81.6162567138672,30.207611083984382,1
,,Physical Medicine And Rehabilitation,-81.61566222,30.208480959999992,1
,,Senior Living Facility,-81.61574507,30.208282149999995,1
,,Outpatient Care Facility,-81.61570168,30.208199059999995,1
,,Fashion And Apparel Store,-81.616126,30.207489999999996,1
,,Uncategorized,-81.61606,30.207489999999996,1
,,Behavioral Or Mental Health Clinic,-81.616,30.20751,1
,,Fashion And Apparel Store,-81.61585000000001,30.20748,1
,,Uncategorized,-81.61580426297702,30.20743097757331,1
,,Uncategorized,-81.61587,30.207620000000002,1
,,Atm,-81.61652848404407,30.205023663830037,1
,,Books Music And Video Store,-81.6165996,30.205074300000003,1
,,Pharmacy And Drug Store,-81.61661,30.20502099999999,1
,,Shopping,-81.61662,30.205190000000005,1
,,Gas Station,-81.61662,30.205190000000005,1
,,Atm,-81.6165542602539,30.205009460449222,1
,,Vehicle Parts Store,-81.61547675,30.205306750000002,1
,,Automotive Service,-81.61512005,30.20527525,1
,,Casual Eatery,-81.6147946,30.205351379999996,1
,,Historic Site,-81.61488529,30.207128669999992,1
,,Home Service,-81.6155076,30.207713899999995,1
,,Doctor,-81.6155327,30.207713599999995,1
,,Building Or Construction Service,-81.61543252,30.20757357999999,1
,,Specialized Medical Facility,-81.61536,30.207530000000002,1
,,Real Estate Service,-81.615381,30.20741399999999,1
,,Personal Or Beauty Service,-81.61544841,30.207561820000002,1
,,Behavioral Or Mental Health Clinic,-81.61546762,30.207564879999993,1
,,Real Estate Service,-81.61542921660771,30.207460160853746,1
,,Real Estate Service,-81.615429,30.207460000000005,1
,,Attorney Or Law Firm,-81.61508664,30.207663510000003,1
,,Place Of Learning,-81.61503039,30.207808100000005,1
,,Home Service,-81.61464607,30.207565239999994,1
,,Uncategorized,-81.614143,30.20542099999999,1
,,Home Service,-81.614143,30.205416999999994,1
,,Financial Service,-81.61412105,30.205512999999996,1
,,Home Service,-81.614152,30.205717999999994,1
,,Personal Or Beauty Service,-81.61425495,30.205306770000004,1
,,Home Service,-81.614292432089,30.205026141431436,1
,,Uncategorized,-81.614258,30.20530000000001,1
,,Personal Or Beauty Service,-81.61425892,30.205309100000008,1
,,Civic Organization,-81.61427,30.205317999999995,1
,,Wellness Service,-81.614358,30.205011000000002,1
,,Wellness Service,-81.61422919,30.204887800000005,1
,,Home Service,-81.6138168034279,30.20519328186091,1
,,Home Service,-81.6138168034279,30.20519328186091,1
,,Media Service,-81.613877,30.205208,1
,,Professional Service,-81.61382609,30.205184759999998,1
,,Professional Service,-81.6138278,30.205189,1
,,Uncategorized,-81.61383,30.205204999999992,1
,,Home Service,-81.6138467,30.205725499999996,1
,,Arts Crafts And Hobby Store,-81.6138467,30.205725499999996,1
,,Preschool,-81.61342652,30.20542173000001,1
,,Condominium,-81.61336563146058,30.20420739447405,1
,,Historic Site,-81.61446935,30.202696449999994,3
,,Condominium,-81.61446730180711,30.202920472931012,3
,,Storage Facility,-81.6153598716615,30.203648999343603,1
,,Corporate Or Business Office,-81.61496050427573,30.202691893356054,3
,,Historic Site,-81.61456188,30.202668839999994,3
,,Arts Crafts And Hobby Store,-81.61563439689566,30.201618415325225,3
,,Personal Or Beauty Service,-81.61549083441274,30.20147944289528,3
,,Sport Or Fitness Facility,-81.61549083441274,30.20147944289528,3
,,Gym,-81.61550841458535,30.201418014260653,3
,,Restaurant,-81.61551674,30.20128885999999,3
,,Personal Or Beauty Service,-81.615496,30.201248999999994,3
,,Restaurant,-81.61537462620484,30.200817821922932,3
,,Bar,-81.6154174804688,30.200790405273395,3
,,Food And Beverage Store,-81.61558581,30.19979869999999,3
,,Christian Place Of Worship,-81.61557095,30.19977935,3
,,Personal Or Beauty Service,-81.61541182,30.199641739999993,3
,,Hardware Home And Garden Store,-81.61501915436861,30.199924581955973,3
,,Real Estate Service,-81.6146583,30.19970440000001,3
,,Discount Store,-81.614536,30.199692000000002,3
,,Home Service,-81.6143859,30.201586599999995,3
,,Social Or Community Service,-81.61298985479365,30.202410526156125,3
,,Restaurant,-81.61186173333323,30.199987600000608,3
,,Wellness Service,-81.6112678,30.199906800000004,3
,,Uncategorized,-81.6098625,30.201777,3
,,Lodging,-81.60962196983638,30.201355697592522,3
,,Uncategorized,-81.6092078,30.204049100000002,3
,,Uncategorized,-81.6088522,30.204694999999994,3
,,Specialized Health Care,-81.6088522,30.204694999999994,3
,,Elementary School,-81.61051065,30.204879419999997,1
,,High School,-81.61051196,30.204872109999993,1
,,Elementary School,-81.61027757839074,30.204747959229113,1
,,Specialized Health Care,-81.60896724,30.2052879,1
,,Attorney Or Law Firm,-81.6090066,30.204762819999996,1
,,Uncategorized,-81.6089756,30.2054207,1
,,Doctor,-81.609117118076,30.205433251508,1
,,Historic Site,-81.60929994,30.207973179999996,1
,,Home Service,-81.608769,30.209780999999996,1
,,Technical Service,-81.6099088,30.207854799999986,1
,,Lodging,-81.60984806,30.207348159999984,1
,,Historic Site,-81.6111,30.207427000000006,1
,,Uncategorized,-81.6115816,30.205770199999996,1
,,Specialized Health Care,-81.6115886,30.205416400000004,1
,,Real Estate Service,-81.61159717,30.206122469999986,1
,,Real Estate Service,-81.61168000000002,30.20623,1
,,Media Service,-81.612314,30.207299,1
,,Historic Site,-81.61229533,30.207298510000008,1
,,Surgery,-81.60969432,30.21863104,1
,,Legal Service,-81.6091907,30.21894119999999,1
,,Police Station,-81.60902610000001,30.218968,1
,,Outpatient Care Facility,-81.60890437295149,30.219578428604567,1
,,Personal Or Beauty Service,-81.608891,30.219519999999996,1
,,Educational Service,-81.60865,30.219560000000005,1
,,Uncategorized,-81.60865,30.219560000000005,1
,,Religious Organization,-81.60865,30.219560000000005,1
,,Doctor,-81.60871056,30.219604629999992,1
,,Personal Or Beauty Service,-81.60871694,30.219598759999997,1
,,Personal Or Beauty Service,-81.60879299,30.21961343,1
,,Physical Medicine And Rehabilitation,-81.60895585,30.219845020000005,1
,,Personal Or Beauty Service,-81.60897312,30.219755550000002,1
,,Personal Or Beauty Service,-81.609133,30.21938,1
,,Wellness Service,-81.609456,30.219447,1
,,Personal Or Beauty Service,-81.609445,30.219395999999993,1
,,Complementary And Alternative Medicine,-81.60936908,30.21938986,1
,,Doctor,-81.6093146000165,30.219426454675354,1
,,Personal Care And Beauty Store,-81.609298,30.219281999999996,1
,,Fashion And Apparel Store,-81.609298,30.219281999999996,1
,,Primary Care Or General Clinic,-81.60933,30.21928,1
,,Personal Or Beauty Service,-81.60964096,30.21925113,1
,,Personal Or Beauty Service,-81.60962023,30.219156550000008,1
,,Personal Or Beauty Service,-81.60959449,30.21907326,1
,,Legal Service,-81.60953638,30.21908781,1
,,Surgery,-81.6097005,30.2188582,1
,,Home Service,-81.6097912,30.2188434,1
,,Behavioral Or Mental Health Clinic,-81.6097912,30.2188434,1
,,Uncategorized,-81.6097878199845,30.219081096916305,1
,,Wellness Service,-81.609623,30.21937900000001,1
,,Building Or Construction Service,-81.61029205,30.218950930000002,1
,,Social Or Community Service,-81.6101719,30.218931629999997,1
,,B2B Service,-81.6100792,30.219205599999995,1
,,Personal Or Beauty Service,-81.61007848,30.21920957999999,1
,,Wellness Service,-81.60986638,30.219264050000007,1
,,Attorney Or Law Firm,-81.60981,30.219196000000004,1
,,Wellness Service,-81.60981,30.219189999999994,1
,,Environmental Or Ecological Service,-81.60981,30.219189999999994,1
,,Personal Or Beauty Service,-81.60987894,30.219043359999997,1
,,Christian Place Of Worship,-81.609941,30.218967000000003,1
,,Home Service,-81.609823,30.218505999999998,1
,,Vehicle Parts Store,-81.609925,30.21846,1
,,Christian Place Of Worship,-81.60993,30.21845999999999,1
,,Dental Clinic,-81.61052199,30.21854151,1
,,Wellness Service,-81.61086993,30.218868510000004,1
,,Uncategorized,-81.610877,30.219086799999992,1
,,Doctor,-81.61077188345155,30.219032990087474,1
,,Specialized Health Care,-81.610724,30.218987,1
,,Doctor,-81.6107,30.21897000000001,1
,,Behavioral Or Mental Health Clinic,-81.61065329,30.218952069999997,1
,,Dental Clinic,-81.61042792,30.21943259,1
,,Attorney Or Law Firm,-81.61070349000002,30.21970768,1
