naics_code,naics_title_ours,latest_year_employment,latest_year_weight,naics_prefix_2,live_codes_in_2digit_family,matched_codes_in_2digit_family,felten_naics_code,felten_naics_title,aiie_score
5174,Satellite telecommunications,4801.0,4.1620661574849893e-05,51,19,12,5122,Sound Recording Industries,1.43428
5174,Satellite telecommunications,4801.0,4.1620661574849893e-05,51,19,12,5151,Radio and Television Broadcasting,1.429625
5174,Satellite telecommunications,4801.0,4.1620661574849893e-05,51,19,12,5152,Cable and Other Subscription Programming,1.098212
5174,Satellite telecommunications,4801.0,4.1620661574849893e-05,51,19,12,5170,Telecommunications,0.2466103
5174,Satellite telecommunications,4801.0,4.1620661574849893e-05,51,19,12,5182,"Data Processing, Hosting, and Related Services",1.74286
5174,Satellite telecommunications,4801.0,4.1620661574849893e-05,51,19,12,5191,Other Information Services,1.749664
1125,Aquaculture,2641.0,2.2895264990455855e-05,11,19,4,1133,Logging,-1.360161
1125,Aquaculture,2641.0,2.2895264990455855e-05,11,19,4,1151,Support Activities for Crop Production,-2.165304
1125,Aquaculture,2641.0,2.2895264990455855e-05,11,19,4,1152,Support Activities for Animal Production,-1.149307
1141,Fishing,1601.0,1.3879333301673542e-05,11,19,4,1133,Logging,-1.360161
1141,Fishing,1601.0,1.3879333301673542e-05,11,19,4,1151,Support Activities for Crop Production,-2.165304
1141,Fishing,1601.0,1.3879333301673542e-05,11,19,4,1152,Support Activities for Animal Production,-1.149307
1124,Sheep and goat farming,387.0,3.3549668880372646e-06,11,19,4,1133,Logging,-1.360161
1124,Sheep and goat farming,387.0,3.3549668880372646e-06,11,19,4,1151,Support Activities for Crop Production,-2.165304
1124,Sheep and goat farming,387.0,3.3549668880372646e-06,11,19,4,1152,Support Activities for Animal Production,-1.149307
1131,Timber tract operations,300.0,2.600749525610283e-06,11,19,4,1133,Logging,-1.360161
1131,Timber tract operations,300.0,2.600749525610283e-06,11,19,4,1151,Support Activities for Crop Production,-2.165304
1131,Timber tract operations,300.0,2.600749525610283e-06,11,19,4,1152,Support Activities for Animal Production,-1.149307
1142,Hunting and trapping,202.0,1.751171347244257e-06,11,19,4,1133,Logging,-1.360161
1142,Hunting and trapping,202.0,1.751171347244257e-06,11,19,4,1151,Support Activities for Crop Production,-2.165304
1142,Hunting and trapping,202.0,1.751171347244257e-06,11,19,4,1152,Support Activities for Animal Production,-1.149307
1132,Forest nursery and gathering forest products,163.0,1.4130739089149204e-06,11,19,4,1133,Logging,-1.360161
1132,Forest nursery and gathering forest products,163.0,1.4130739089149204e-06,11,19,4,1151,Support Activities for Crop Production,-2.165304
1132,Forest nursery and gathering forest products,163.0,1.4130739089149204e-06,11,19,4,1152,Support Activities for Animal Production,-1.149307
4521,Department stores,,,45,27,18,4511,"Sporting Goods, Hobby, and Musical Instrument Stores",0.2090943
4521,Department stores,,,45,27,18,4512,Book Stores and News Dealers,0.2499871
4521,Department stores,,,45,27,18,4520,General Merchandise Stores,-0.007219
4521,Department stores,,,45,27,18,4530,Miscellaneous Store Retailers (4532 and 4533 only),0.1663383
4521,Department stores,,,45,27,18,4531,Florists,-0.3690017
4521,Department stores,,,45,27,18,4539,Other Miscellaneous Store Retailers,0.00781
4521,Department stores,,,45,27,18,4541,Electronic Shopping and Mail-Order Houses,0.6046838
4521,Department stores,,,45,27,18,4542,Vending Machine Operators,-0.6646855
4521,Department stores,,,45,27,18,4543,Direct Selling Establishments,-0.0433316
4522,NAICS 4522 Department stores,,,45,27,18,4511,"Sporting Goods, Hobby, and Musical Instrument Stores",0.2090943
4522,NAICS 4522 Department stores,,,45,27,18,4512,Book Stores and News Dealers,0.2499871
4522,NAICS 4522 Department stores,,,45,27,18,4520,General Merchandise Stores,-0.007219
4522,NAICS 4522 Department stores,,,45,27,18,4530,Miscellaneous Store Retailers (4532 and 4533 only),0.1663383
4522,NAICS 4522 Department stores,,,45,27,18,4531,Florists,-0.3690017
4522,NAICS 4522 Department stores,,,45,27,18,4539,Other Miscellaneous Store Retailers,0.00781
4522,NAICS 4522 Department stores,,,45,27,18,4541,Electronic Shopping and Mail-Order Houses,0.6046838
4522,NAICS 4522 Department stores,,,45,27,18,4542,Vending Machine Operators,-0.6646855
4522,NAICS 4522 Department stores,,,45,27,18,4543,Direct Selling Establishments,-0.0433316
4523,"NAICS 4523 General merchandise stores, including warehouse clubs and supercenters",,,45,27,18,4511,"Sporting Goods, Hobby, and Musical Instrument Stores",0.2090943
4523,"NAICS 4523 General merchandise stores, including warehouse clubs and supercenters",,,45,27,18,4512,Book Stores and News Dealers,0.2499871
4523,"NAICS 4523 General merchandise stores, including warehouse clubs and supercenters",,,45,27,18,4520,General Merchandise Stores,-0.007219
4523,"NAICS 4523 General merchandise stores, including warehouse clubs and supercenters",,,45,27,18,4530,Miscellaneous Store Retailers (4532 and 4533 only),0.1663383
4523,"NAICS 4523 General merchandise stores, including warehouse clubs and supercenters",,,45,27,18,4531,Florists,-0.3690017
4523,"NAICS 4523 General merchandise stores, including warehouse clubs and supercenters",,,45,27,18,4539,Other Miscellaneous Store Retailers,0.00781
4523,"NAICS 4523 General merchandise stores, including warehouse clubs and supercenters",,,45,27,18,4541,Electronic Shopping and Mail-Order Houses,0.6046838
4523,"NAICS 4523 General merchandise stores, including warehouse clubs and supercenters",,,45,27,18,4542,Vending Machine Operators,-0.6646855
4523,"NAICS 4523 General merchandise stores, including warehouse clubs and supercenters",,,45,27,18,4543,Direct Selling Establishments,-0.0433316
4529,Other general merchandise stores,,,45,27,18,4511,"Sporting Goods, Hobby, and Musical Instrument Stores",0.2090943
4529,Other general merchandise stores,,,45,27,18,4512,Book Stores and News Dealers,0.2499871
4529,Other general merchandise stores,,,45,27,18,4520,General Merchandise Stores,-0.007219
4529,Other general merchandise stores,,,45,27,18,4530,Miscellaneous Store Retailers (4532 and 4533 only),0.1663383
4529,Other general merchandise stores,,,45,27,18,4531,Florists,-0.3690017
4529,Other general merchandise stores,,,45,27,18,4539,Other Miscellaneous Store Retailers,0.00781
4529,Other general merchandise stores,,,45,27,18,4541,Electronic Shopping and Mail-Order Houses,0.6046838
4529,Other general merchandise stores,,,45,27,18,4542,Vending Machine Operators,-0.6646855
4529,Other general merchandise stores,,,45,27,18,4543,Direct Selling Establishments,-0.0433316
4532,"Office supplies, stationery, and gift stores",,,45,27,18,4511,"Sporting Goods, Hobby, and Musical Instrument Stores",0.2090943
4532,"Office supplies, stationery, and gift stores",,,45,27,18,4512,Book Stores and News Dealers,0.2499871
4532,"Office supplies, stationery, and gift stores",,,45,27,18,4520,General Merchandise Stores,-0.007219
4532,"Office supplies, stationery, and gift stores",,,45,27,18,4530,Miscellaneous Store Retailers (4532 and 4533 only),0.1663383
4532,"Office supplies, stationery, and gift stores",,,45,27,18,4531,Florists,-0.3690017
4532,"Office supplies, stationery, and gift stores",,,45,27,18,4539,Other Miscellaneous Store Retailers,0.00781
4532,"Office supplies, stationery, and gift stores",,,45,27,18,4541,Electronic Shopping and Mail-Order Houses,0.6046838
4532,"Office supplies, stationery, and gift stores",,,45,27,18,4542,Vending Machine Operators,-0.6646855
4532,"Office supplies, stationery, and gift stores",,,45,27,18,4543,Direct Selling Establishments,-0.0433316
4533,Used merchandise stores,,,45,27,18,4511,"Sporting Goods, Hobby, and Musical Instrument Stores",0.2090943
4533,Used merchandise stores,,,45,27,18,4512,Book Stores and News Dealers,0.2499871
4533,Used merchandise stores,,,45,27,18,4520,General Merchandise Stores,-0.007219
4533,Used merchandise stores,,,45,27,18,4530,Miscellaneous Store Retailers (4532 and 4533 only),0.1663383
4533,Used merchandise stores,,,45,27,18,4531,Florists,-0.3690017
4533,Used merchandise stores,,,45,27,18,4539,Other Miscellaneous Store Retailers,0.00781
4533,Used merchandise stores,,,45,27,18,4541,Electronic Shopping and Mail-Order Houses,0.6046838
4533,Used merchandise stores,,,45,27,18,4542,Vending Machine Operators,-0.6646855
4533,Used merchandise stores,,,45,27,18,4543,Direct Selling Establishments,-0.0433316
5172,Wireless telecommunications carriers,,,51,19,12,5111,"Newspaper, Periodical, Book, and Directory Publishers",1.337831
5172,Wireless telecommunications carriers,,,51,19,12,5112,Software Publishers,1.966309
5172,Wireless telecommunications carriers,,,51,19,12,5121,Motion Picture and Video Industries,0.4026041
5172,Wireless telecommunications carriers,,,51,19,12,5122,Sound Recording Industries,1.43428
5172,Wireless telecommunications carriers,,,51,19,12,5151,Radio and Television Broadcasting,1.429625
5172,Wireless telecommunications carriers,,,51,19,12,5152,Cable and Other Subscription Programming,1.098212
5172,Wireless telecommunications carriers,,,51,19,12,5170,Telecommunications,0.2466103
5172,Wireless telecommunications carriers,,,51,19,12,5182,"Data Processing, Hosting, and Related Services",1.74286
5172,Wireless telecommunications carriers,,,51,19,12,5191,Other Information Services,1.749664
5173,NAICS 5173 Wired and wireless telecommunications carriers,,,51,19,12,5111,"Newspaper, Periodical, Book, and Directory Publishers",1.337831
5173,NAICS 5173 Wired and wireless telecommunications carriers,,,51,19,12,5112,Software Publishers,1.966309
5173,NAICS 5173 Wired and wireless telecommunications carriers,,,51,19,12,5121,Motion Picture and Video Industries,0.4026041
5173,NAICS 5173 Wired and wireless telecommunications carriers,,,51,19,12,5122,Sound Recording Industries,1.43428
5173,NAICS 5173 Wired and wireless telecommunications carriers,,,51,19,12,5151,Radio and Television Broadcasting,1.429625
5173,NAICS 5173 Wired and wireless telecommunications carriers,,,51,19,12,5152,Cable and Other Subscription Programming,1.098212
5173,NAICS 5173 Wired and wireless telecommunications carriers,,,51,19,12,5170,Telecommunications,0.2466103
5173,NAICS 5173 Wired and wireless telecommunications carriers,,,51,19,12,5182,"Data Processing, Hosting, and Related Services",1.74286
5173,NAICS 5173 Wired and wireless telecommunications carriers,,,51,19,12,5191,Other Information Services,1.749664
5179,Other telecommunications,,,51,19,12,5111,"Newspaper, Periodical, Book, and Directory Publishers",1.337831
5179,Other telecommunications,,,51,19,12,5112,Software Publishers,1.966309
5179,Other telecommunications,,,51,19,12,5121,Motion Picture and Video Industries,0.4026041
5179,Other telecommunications,,,51,19,12,5122,Sound Recording Industries,1.43428
5179,Other telecommunications,,,51,19,12,5151,Radio and Television Broadcasting,1.429625
5179,Other telecommunications,,,51,19,12,5152,Cable and Other Subscription Programming,1.098212
5179,Other telecommunications,,,51,19,12,5170,Telecommunications,0.2466103
5179,Other telecommunications,,,51,19,12,5182,"Data Processing, Hosting, and Related Services",1.74286
5179,Other telecommunications,,,51,19,12,5191,Other Information Services,1.749664
7221,Full-service restaurants,,,72,8,6,7211,Traveler Accommodation,-0.902616
7221,Full-service restaurants,,,72,8,6,7212,RV (Recreational Vehicle) Parks and Recreational Camps,-0.404939
7221,Full-service restaurants,,,72,8,6,7213,Rooming and Boarding Houses,-1.051392
7221,Full-service restaurants,,,72,8,6,7223,Special Food Services,-1.060899
7221,Full-service restaurants,,,72,8,6,7224,Drinking Places (Alcoholic Beverages),-0.99913
7221,Full-service restaurants,,,72,8,6,7225,Restaurants and Other Eating Places,-1.171986
7222,Limited-service eating places,,,72,8,6,7211,Traveler Accommodation,-0.902616
7222,Limited-service eating places,,,72,8,6,7212,RV (Recreational Vehicle) Parks and Recreational Camps,-0.404939
7222,Limited-service eating places,,,72,8,6,7213,Rooming and Boarding Houses,-1.051392
7222,Limited-service eating places,,,72,8,6,7223,Special Food Services,-1.060899
7222,Limited-service eating places,,,72,8,6,7224,Drinking Places (Alcoholic Beverages),-0.99913
7222,Limited-service eating places,,,72,8,6,7225,Restaurants and Other Eating Places,-1.171986
